Address,Start Period,End Period,Starting Balance (ETH),Ending Balance (ETH),Withdrawals (ETH),Consensus Rewards (ETH),Execution Rewards (ETH),Period Rewards (ETH)
"0x9a00...d120","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00415408","32.00656927","0.00000000","0.00241519","0.00000000","0.00241519"
"0x84f4...3b9e","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.01048858","32.01303401","0.00000000","0.00254543","0.00000000","0.00254543"
"0x84f4...3b9e","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.01304535","32.00081302","0.01476825","0.00253591","0.00000000","0.00253591"
"0x84f4...3b9e","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00082444","32.00336413","0.00000000","0.00253969","0.00000000","0.00253969"
"0x84f4...3b9e","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00337528","32.00590768","0.00000000","0.00253240","0.00000000","0.00253240"
"0x84f4...3b9e","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.00591905","32.00845302","0.00000000","0.00253397","0.00000000","0.00253397"
"0x84f4...3b9e","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.00846439","32.01097403","0.00000000","0.00250963","0.00000000","0.00250963"
"0x84f4...3b9e","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.01098513","32.01350757","0.00000000","0.00252245","0.00000000","0.00252245"
"0x84f4...3b9e","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.01351873","32.00109059","0.01493685","0.00250871","0.00000000","0.00250871"
"0x84f4...3b9e","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.00110192","32.00362710","0.00000000","0.00252518","0.00000000","0.00252518"
"0x84f4...3b9e","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.00363842","32.00615772","0.00000000","0.00251930","0.00000000","0.00251930"
"0x84f4...3b9e","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.00616904","32.00867956","0.00000000","0.00251052","0.00000000","0.00251052"
"0x84f4...3b9e","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.00869086","32.01118605","0.00000000","0.00249520","0.00000000","0.00249520"
"0x84f4...3b9e","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.01119725","32.01368446","0.00000000","0.00248721","0.00000000","0.00248721"
"0x84f4...3b9e","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.01369571","32.00110381","0.01508184","0.00248994","0.00000000","0.00248994"
"0x84f4...3b9e","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.00111500","32.00361008","0.00000000","0.00249508","0.00000000","0.00249508"
"0x84f4...3b9e","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.00362127","32.00610610","0.00000000","0.00248482","0.00000000","0.00248482"
"0x84f4...3b9e","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.00611729","32.00859814","0.00000000","0.00248085","0.00000000","0.00248085"
"0x84f4...3b9e","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.00860929","32.01108489","0.00000000","0.00247560","0.00000000","0.00247560"
"0x84f4...3b9e","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.01109606","32.01356966","0.00000000","0.00247360","0.00000000","0.00247360"
"0x84f4...3b9e","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.01358059","32.00080601","0.01523676","0.00246218","0.00000000","0.00246218"
"0x84f4...3b9e","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.00081715","32.00329206","0.00000000","0.00247491","0.00000000","0.00247491"
"0x84f4...3b9e","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.00330302","32.00577165","0.00000000","0.00246863","0.00000000","0.00246863"
"0x84f4...3b9e","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.00578272","32.00824593","0.00000000","0.00246321","0.00000000","0.00246321"
"0x84f4...3b9e","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.00825688","32.01072085","0.00000000","0.00246397","0.00000000","0.00246397"
"0x84f4...3b9e","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.01073188","32.01318607","0.00000000","0.00245419","0.00000000","0.00245419"
"0x84f4...3b9e","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.01319703","32.00021333","0.01543453","0.00245083","0.00000000","0.00245083"
"0x84f4...3b9e","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00022416","32.00265350","0.00000000","0.00242933","0.00000000","0.00242933"
"0x84f4...3b9e","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.00266441","32.00510988","0.00000000","0.00244547","0.00000000","0.00244547"
"0x84f4...3b9e","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.00512077","32.00756910","0.00000000","0.00244832","0.00000000","0.00244832"
"0x84f4...3b9e","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.00758008","32.01003262","0.00000000","0.00245253","0.00000000","0.00245253"
"0x84f4...3b9e","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.01004362","32.01247752","0.00000000","0.00243390","0.00000000","0.00243390"
"0xb87e...adfc","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00208432","32.00464109","0.00000000","0.00255677","0.00000000","0.00255677"
"0xb87e...adfc","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00465242","32.00719923","0.00000000","0.00254680","0.00000000","0.00254680"
"0xb87e...adfc","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00721065","32.00974765","0.00000000","0.00253700","0.00000000","0.00253700"
"0xb87e...adfc","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00975880","32.01228589","0.00000000","0.00252709","0.00000000","0.00252709"
"0xb87e...adfc","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.01229726","32.01483412","0.00000000","0.00253686","0.00000000","0.00253686"
"0xb87e...adfc","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.01484549","32.00233677","0.01502707","0.00251834","0.00000000","0.00251834"
"0xb87e...adfc","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00234787","32.00487310","0.00000000","0.00252523","0.00000000","0.00252523"
"0xb87e...adfc","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.00488426","32.00736272","0.00000000","0.00247846","0.00000000","0.00247846"
"0xb87e...adfc","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.00737404","32.00984891","0.00000000","0.00247486","0.00000000","0.00247486"
"0xb87e...adfc","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.00986022","32.01236253","0.00000000","0.00250231","0.00000000","0.00250231"
"0xb87e...adfc","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.01237384","32.01485346","0.00000000","0.00247962","0.00000000","0.00247962"
"0xb87e...adfc","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.01486476","32.00233247","0.01504453","0.00251224","0.00000000","0.00251224"
"0xb87e...adfc","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.00234367","32.00482283","0.00000000","0.00247916","0.00000000","0.00247916"
"0xb87e...adfc","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.00483408","32.00732365","0.00000000","0.00248957","0.00000000","0.00248957"
"0xb87e...adfc","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.00733483","32.00982980","0.00000000","0.00249497","0.00000000","0.00249497"
"0xb87e...adfc","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.00984099","32.01233637","0.00000000","0.00249538","0.00000000","0.00249538"
"0xb87e...adfc","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.01234756","32.01480099","0.00000000","0.00245342","0.00000000","0.00245342"
"0xb87e...adfc","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.01481214","32.00201457","0.01527870","0.00248113","0.00000000","0.00248113"
"0xb87e...adfc","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00202574","32.00446902","0.00000000","0.00244328","0.00000000","0.00244328"
"0xb87e...adfc","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00447994","32.00695290","0.00000000","0.00247296","0.00000000","0.00247296"
"0xb87e...adfc","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.00696404","32.00942491","0.00000000","0.00246087","0.00000000","0.00246087"
"0xb87e...adfc","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.00943587","32.01190985","0.00000000","0.00247398","0.00000000","0.00247398"
"0xb87e...adfc","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.01192092","32.01438960","0.00000000","0.00246868","0.00000000","0.00246868"
"0xb87e...adfc","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.01440055","32.00141571","0.01544887","0.00246403","0.00000000","0.00246403"
"0xb87e...adfc","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00142673","32.00387274","0.00000000","0.00244600","0.00000000","0.00244600"
"0xb87e...adfc","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00388369","32.00632965","0.00000000","0.00244596","0.00000000","0.00244596"
"0xb87e...adfc","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00634049","32.00878875","0.00000000","0.00244826","0.00000000","0.00244826"
"0xb87e...adfc","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.00879967","32.01122868","0.00000000","0.00242901","0.00000000","0.00242901"
"0xb87e...adfc","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.01123957","32.01365472","0.00000000","0.00241515","0.00000000","0.00241515"
"0xb87e...adfc","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.01366571","32.00050134","0.01557086","0.00240648","0.00000000","0.00240648"
"0xb87e...adfc","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00051234","32.00295920","0.00000000","0.00244686","0.00000000","0.00244686"
"0x9185...7efb","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00000000","32.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0x9185...7efb","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00000000","32.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0x9185...7efb","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00000000","32.00205435","0.00000000","0.00205435","0.00000000","0.00205435"
"0x9185...7efb","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00206550","32.00459477","0.00000000","0.00252927","0.00000000","0.00252927"
"0x9185...7efb","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.00460614","32.00712831","0.00000000","0.00252217","0.00000000","0.00252217"
"0x9185...7efb","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.00713968","32.00961110","0.00000000","0.00247141","0.00000000","0.00247141"
"0x9185...7efb","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00962219","32.01214453","0.00000000","0.00252234","0.00000000","0.00252234"
"0x9185...7efb","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.01215569","32.01467299","0.00000000","0.00251730","0.00000000","0.00251730"
"0x9185...7efb","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.01468431","32.01720667","0.00000000","0.00252236","0.00000000","0.00252236"
"0x9185...7efb","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.01721799","32.01972302","0.00000000","0.00250503","0.00000000","0.00250503"
"0x9185...7efb","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.01973434","32.02223336","0.00000000","0.00249902","0.00000000","0.00249902"
"0x9185...7efb","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.02224465","32.02475445","0.00000000","0.00250980","0.00000000","0.00250980"
"0x9185...7efb","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.02476565","32.02722592","0.00000000","0.00246028","0.00000000","0.00246028"
"0x9185...7efb","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.02723717","32.02971062","0.00000000","0.00247345","0.00000000","0.00247345"
"0x9185...7efb","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.02972180","32.03222803","0.00000000","0.00250623","0.00000000","0.00250623"
"0x9185...7efb","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.03223922","32.03472105","0.00000000","0.00248183","0.00000000","0.00248183"
"0x9185...7efb","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.03473225","32.03722411","0.00000000","0.00249186","0.00000000","0.00249186"
"0x9185...7efb","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.03723526","32.03971652","0.00000000","0.00248125","0.00000000","0.00248125"
"0x9185...7efb","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.03972769","32.04219265","0.00000000","0.00246496","0.00000000","0.00246496"
"0x9185...7efb","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.04220358","32.04466847","0.00000000","0.00246489","0.00000000","0.00246489"
"0x9185...7efb","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.04467961","32.04712994","0.00000000","0.00245033","0.00000000","0.00245033"
"0x9185...7efb","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.04714089","32.04958749","0.00000000","0.00244659","0.00000000","0.00244659"
"0x9185...7efb","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.04959856","32.05202940","0.00000000","0.00243084","0.00000000","0.00243084"
"0x9185...7efb","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.05204035","32.05450423","0.00000000","0.00246388","0.00000000","0.00246388"
"0x9185...7efb","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.05451526","32.05696114","0.00000000","0.00244588","0.00000000","0.00244588"
"0x9185...7efb","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.05697210","32.05942291","0.00000000","0.00245081","0.00000000","0.00245081"
"0x9185...7efb","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.05943375","32.06187407","0.00000000","0.00244033","0.00000000","0.00244033"
"0x9185...7efb","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.06188499","32.06431083","0.00000000","0.00242584","0.00000000","0.00242584"
"0x9185...7efb","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.06432172","32.06676144","0.00000000","0.00243973","0.00000000","0.00243973"
"0x9185...7efb","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.06677243","32.06922221","0.00000000","0.00244978","0.00000000","0.00244978"
"0x9185...7efb","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.06923322","32.07166918","0.00000000","0.00243596","0.00000000","0.00243596"
"0x88a7...448c","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00000000","32.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0x88a7...448c","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00000000","32.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0x88a7...448c","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00000000","32.00205725","0.00000000","0.00205725","0.00000000","0.00205725"
"0x88a7...448c","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00206840","32.00460382","0.00000000","0.00253542","0.00000000","0.00253542"
"0x88a7...448c","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.00461519","32.00715212","0.00000000","0.00253693","0.00000000","0.00253693"
"0x88a7...448c","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.00716349","32.00968454","0.00000000","0.00252105","0.00000000","0.00252105"
"0x88a7...448c","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00969564","32.01221810","0.00000000","0.00252247","0.00000000","0.00252247"
"0x88a7...448c","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.01222926","32.01472709","0.00000000","0.00249782","0.00000000","0.00249782"
"0x88a7...448c","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.01473841","32.01724129","0.00000000","0.00250288","0.00000000","0.00250288"
"0x88a7...448c","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.01725261","32.01974396","0.00000000","0.00249135","0.00000000","0.00249135"
"0x88a7...448c","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.01975528","32.02224909","0.00000000","0.00249381","0.00000000","0.00249381"
"0x88a7...448c","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.02226038","32.02476702","0.00000000","0.00250663","0.00000000","0.00250663"
"0x88a7...448c","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.02477822","32.02727186","0.00000000","0.00249364","0.00000000","0.00249364"
"0x88a7...448c","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.02728310","32.06768946","0.00000000","0.04040636","0.00000000","0.04040636"
"0x88a7...448c","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.06770065","32.07019012","0.00000000","0.00248948","0.05671960","0.05920907"
"0x88a7...448c","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.07020131","32.07269101","0.00000000","0.00248970","0.00000000","0.00248970"
"0x88a7...448c","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.07270221","32.07518292","0.00000000","0.00248071","0.00000000","0.00248071"
"0x88a7...448c","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.07519407","32.07767511","0.00000000","0.00248104","0.00000000","0.00248104"
"0x88a7...448c","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.07768628","32.08016259","0.00000000","0.00247631","0.00000000","0.00247631"
"0x88a7...448c","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.08017351","32.08264932","0.00000000","0.00247581","0.00000000","0.00247581"
"0x88a7...448c","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.08266046","32.08513268","0.00000000","0.00247222","0.00000000","0.00247222"
"0x88a7...448c","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.08514363","32.08760903","0.00000000","0.00246540","0.00000000","0.00246540"
"0x88a7...448c","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.08762011","32.09008889","0.00000000","0.00246879","0.00000000","0.00246879"
"0x88a7...448c","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.09009984","32.09254489","0.00000000","0.00244505","0.00000000","0.00244505"
"0x88a7...448c","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.09255592","32.09500233","0.00000000","0.00244642","0.00000000","0.00244642"
"0x88a7...448c","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.09501329","32.09745581","0.00000000","0.00244251","0.00000000","0.00244251"
"0x88a7...448c","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.09746665","32.09991245","0.00000000","0.00244580","0.00000000","0.00244580"
"0x88a7...448c","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.09992336","32.10236592","0.00000000","0.00244256","0.00000000","0.00244256"
"0x88a7...448c","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.10236343","32.10479260","0.00000000","0.00242917","0.00000000","0.00242917"
"0x88a7...448c","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.10480359","32.10722653","0.00000000","0.00242294","0.00000000","0.00242294"
"0x88a7...448c","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.10723753","32.10968457","0.00000000","0.00244704","0.00000000","0.00244704"
"0x95ad...5d54","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","37.44089171","37.44344554","0.00000000","0.00255382","0.00000000","0.00255382"
"0x95ad...5d54","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","37.44345688","37.44600383","0.00000000","0.00254695","0.00000000","0.00254695"
"0x95ad...5d54","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","37.44601525","37.44853192","0.00000000","0.00251668","0.00000000","0.00251668"
"0x95ad...5d54","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","37.44854307","37.45107830","0.00000000","0.00253522","0.00000000","0.00253522"
"0x95ad...5d54","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","37.45108967","37.45362077","0.00000000","0.00253110","0.00000000","0.00253110"
"0x95ad...5d54","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","37.45363214","37.45614227","0.00000000","0.00251013","0.00000000","0.00251013"
"0x95ad...5d54","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","37.45615337","37.45866714","0.00000000","0.00251377","0.00000000","0.00251377"
"0x95ad...5d54","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","37.45867830","37.46118473","0.00000000","0.00250643","0.00000000","0.00250643"
"0x95ad...5d54","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","37.46119606","37.46370983","0.00000000","0.00251378","0.00000000","0.00251378"
"0x95ad...5d54","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","37.46372115","37.46621828","0.00000000","0.00249714","0.00000000","0.00249714"
"0x95ad...5d54","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","37.46622960","37.46872569","0.00000000","0.00249609","0.00000000","0.00249609"
"0x95ad...5d54","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","37.46873699","37.47125196","0.00000000","0.00251498","0.00000000","0.00251498"
"0x95ad...5d54","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","37.47126316","37.47376206","0.00000000","0.00249890","0.00000000","0.00249890"
"0x95ad...5d54","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","37.47377331","37.47627429","0.00000000","0.00250098","0.00000000","0.00250098"
"0x95ad...5d54","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","37.47628547","37.47877749","0.00000000","0.00249202","0.00000000","0.00249202"
"0x95ad...5d54","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","37.47878869","37.48126982","0.00000000","0.00248114","0.00000000","0.00248114"
"0x95ad...5d54","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","37.48128102","37.48375572","0.00000000","0.00247470","0.00000000","0.00247470"
"0x95ad...5d54","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","37.48376687","37.48625071","0.00000000","0.00248384","0.00000000","0.00248384"
"0x95ad...5d54","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","37.48626188","37.48872190","0.00000000","0.00246002","0.00000000","0.00246002"
"0x95ad...5d54","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","37.48873282","37.49118660","0.00000000","0.00245377","0.00000000","0.00245377"
"0x95ad...5d54","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","37.49119773","37.49366711","0.00000000","0.00246937","0.00000000","0.00246937"
"0x95ad...5d54","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","37.49367806","37.49613799","0.00000000","0.00245993","0.00000000","0.00245993"
"0x95ad...5d54","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","37.49614907","37.49861222","0.00000000","0.00246315","0.00000000","0.00246315"
"0x95ad...5d54","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","37.49862317","37.50108427","0.00000000","0.00246110","0.00000000","0.00246110"
"0x95ad...5d54","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","37.50109530","37.50352759","0.00000000","0.00243230","0.00000000","0.00243230"
"0x95ad...5d54","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","37.50353855","37.50593509","0.00000000","0.00239654","0.00000000","0.00239654"
"0x95ad...5d54","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","37.50594593","37.50825159","0.00000000","0.00230567","0.00000000","0.00230567"
"0x95ad...5d54","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","37.50826251","37.51069677","0.00000000","0.00243426","0.00000000","0.00243426"
"0x95ad...5d54","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","37.51070766","37.51315329","0.00000000","0.00244564","0.00000000","0.00244564"
"0x95ad...5d54","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","37.51316428","37.51560855","0.00000000","0.00244426","0.00000000","0.00244426"
"0x95ad...5d54","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","37.51561955","37.51798473","0.00000000","0.00236519","0.00000000","0.00236519"
"0xa6f5...9695","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","33.86435481","33.86691157","0.00000000","0.00255677","0.00000000","0.00255677"
"0xa6f5...9695","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","33.86692291","33.86945839","0.00000000","0.00253547","0.00000000","0.00253547"
"0xa6f5...9695","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","33.86946981","33.87200094","0.00000000","0.00253114","0.00000000","0.00253114"
"0xa6f5...9695","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","33.87201209","33.87455313","0.00000000","0.00254104","0.00000000","0.00254104"
"0xa6f5...9695","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","33.87456450","33.87709859","0.00000000","0.00253409","0.00000000","0.00253409"
"0xa6f5...9695","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","33.87710996","33.87963688","0.00000000","0.00252693","0.00000000","0.00252693"
"0xa6f5...9695","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","33.87964798","33.88217315","0.00000000","0.00252517","0.00000000","0.00252517"
"0xa6f5...9695","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","33.88218431","33.88469581","0.00000000","0.00251151","0.00000000","0.00251151"
"0xa6f5...9695","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","33.88470714","33.88722373","0.00000000","0.00251659","0.00000000","0.00251659"
"0xa6f5...9695","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","33.88723505","33.88975149","0.00000000","0.00251644","0.00000000","0.00251644"
"0xa6f5...9695","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","33.88976281","33.89225362","0.00000000","0.00249081","0.00000000","0.00249081"
"0xa6f5...9695","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","33.89226491","33.89477995","0.00000000","0.00251504","0.00000000","0.00251504"
"0xa6f5...9695","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","33.89479115","33.89724549","0.00000000","0.00245433","0.00000000","0.00245433"
"0xa6f5...9695","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","33.89725673","33.89974918","0.00000000","0.00249245","0.00000000","0.00249245"
